ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size
467559;Male;Yes;58;Yes;Executive;0;Average;40
464277;Male;No;25;Yes;Artist;20;Low;10
462798;Male;Yes;65;Yes;Artist;70;High;20
461924;Female;Yes;89;No;Lawyer;10;High;30
460998;Male;No;27;Yes;;0;Low;30
463630;Male;No;39;Yes;Entertainment;10;Low;20
462173;Male;Yes;89;Yes;Executive;30;Low;30
463569;Female;Yes;59;No;Marketing;10;Average;40
460044;Female;Yes;47;Yes;Artist;0;Low;20
461026;Female;Yes;41;Yes;Artist;70;Average;20
461468;Male;Yes;66;Yes;Entertainment;;Average;30
467224;Female;No;19;No;Entertainment;0;Low;40
462879;Male;Yes;74;Yes;Lawyer;10;High;20
460349;Male;;35;Yes;Artist;30;Average;20
459591;Male;Yes;50;Yes;Artist;10;Average;30
459133;Male;No;23;No;Entertainment;10;Low;30
465465;Female;Yes;28;Yes;Artist;80;Low;20
460231;Male;Yes;59;Yes;Executive;110;High;30
461111;Female;Yes;42;Yes;Doctor;80;Low;10
459203;Male;Yes;35;Yes;Engineer;0;Low;20
463540;Male;Yes;56;Yes;Artist;80;Average;30
461971;Male;Yes;50;Yes;Entertainment;10;Average;40
467183;Male;Yes;39;Yes;Entertainment;40;Average;40
466548;Female;Yes;45;Yes;Artist;10;Average;20
460747;Male;Yes;52;Yes;Artist;10;Average;40
459721;Male;Yes;76;Yes;Lawyer;0;Low;20
463204;Male;No;36;No;Entertainment;10;Low;10
467618;Male;No;26;No;Doctor;60;Low;20
467903;Male;Yes;39;Yes;Entertainment;90;Low;20
466249;Female;No;18;No;Healthcare;80;Low;40
464467;Female;No;43;Yes;Healthcare;10;Low;20
461138;Male;Yes;63;Yes;Entertainment;10;High;20
463392;Female;Yes;36;Yes;Artist;50;Low;20
466671;Female;;33;No;Healthcare;20;Low;30
463017;Female;Yes;81;No;Lawyer;0;High;20
463908;Female;Yes;37;Yes;Artist;90;Low;20
464154;Female;Yes;47;Yes;Artist;10;Average;40
461272;Male;Yes;67;Yes;Artist;0;Low;10
461765;Female;No;36;Yes;Artist;10;Low;10
467099;Female;No;30;No;Entertainment;0;Low;30
464151;Male;No;40;Yes;Doctor;120;Low;10
461304;Male;No;19;No;Marketing;20;Low;40
459569;Male;No;32;Yes;Healthcare;;Low;10
461457;Female;Yes;32;No;Doctor;10;Low;50
467851;Male;No;33;No;Marketing;;Low;50
463510;Female;No;27;Yes;Healthcare;10;Low;70
465519;Female;Yes;73;No;Lawyer;10;High;20
461092;Female;Yes;29;Yes;Homemaker;0;High;20
461180;Male;No;28;No;Entertainment;0;Low;30
462473;Male;No;69;No;Engineer;10;Low;
463028;Male;No;33;No;Doctor;10;Low;40
461276;Male;Yes;67;Yes;Marketing;10;Low;20
460940;Male;Yes;73;Yes;Artist;0;Low;10
462955;Male;Yes;42;Yes;Artist;10;Low;20
467725;Male;No;32;Yes;Healthcare;90;Low;20
465217;Male;Yes;53;Yes;Executive;10;High;50
463657;Male;Yes;42;Yes;Executive;0;High;20
465851;Female;Yes;50;No;Artist;90;High;20
466561;Female;No;19;No;Healthcare;30;Low;30
459577;Male;Yes;82;Yes;Lawyer;0;Low;10
466818;Male;Yes;82;No;Executive;0;High;20
464543;Female;No;38;Yes;Artist;70;Low;10
462640;Male;Yes;27;No;Executive;;Low;20
467649;Male;Yes;38;Yes;Doctor;0;Average;50
466016;Female;No;48;Yes;Homemaker;10;Low;10
462547;Male;No;22;No;Healthcare;90;Low;40
462963;Male;Yes;30;Yes;Artist;0;Average;20
466305;Male;No;31;No;Healthcare;10;Low;30
462631;Female;Yes;35;No;Engineer;20;High;40
460706;Female;No;27;No;Engineer;60;Low;60
460282;Male;Yes;40;No;Executive;0;Low;30
459041;Male;Yes;62;Yes;Artist;80;Low;10
460114;Male;Yes;30;Yes;Healthcare;80;Low;20
460147;Male;Yes;67;Yes;Entertainment;10;Average;30
462123;Male;No;38;Yes;Artist;0;Low;20
465768;Female;No;37;Yes;Artist;70;Low;40
463236;Female;No;26;Yes;Healthcare;50;Low;20
462487;Male;Yes;61;Yes;Entertainment;20;Average;40
463954;Male;Yes;22;No;Entertainment;10;Average;30
466609;Female;Yes;47;Yes;Artist;0;Average;50
461741;Male;Yes;67;Yes;Lawyer;10;High;20
464416;Male;Yes;38;Yes;Artist;10;Low;60
467513;Female;Yes;36;No;Engineer;;Average;40
465428;Female;No;36;Yes;Engineer;0;Low;10
464632;Male;No;29;No;Entertainment;0;Low;80
462999;Female;;29;No;Engineer;0;High;40
462554;Male;No;28;No;Healthcare;10;Low;80
460075;Female;No;25;Yes;Artist;;Low;10
460838;Male;No;40;Yes;Artist;0;Low;
464889;Male;Yes;41;No;Executive;10;Low;70
465490;Female;Yes;35;Yes;Artist;0;Average;50
465909;Male;Yes;39;Yes;Entertainment;90;Low;10
465117;Female;Yes;73;Yes;Artist;10;High;20
459085;Male;No;22;No;Marketing;40;Low;30
464709;Male;Yes;40;No;Executive;80;High;50
460572;Female;No;30;Yes;Engineer;0;Low;40
464612;Male;No;32;Yes;Doctor;10;Low;20
465424;Male;No;38;Yes;Entertainment;10;Low;30
463093;Female;Yes;31;No;Healthcare;;Low;40
466803;Female;;41;Yes;Marketing;0;Low;20
463248;Female;Yes;26;No;Homemaker;80;Average;40
464155;Male;No;41;No;Doctor;0;Low;30
467424;Male;Yes;56;Yes;Entertainment;20;Average;20
465220;Male;Yes;61;No;Executive;0;High;20
463004;Male;Yes;48;Yes;Artist;0;Average;20
463315;Male;Yes;40;Yes;Executive;0;High;40
466498;Male;Yes;83;Yes;Lawyer;60;High;30
463234;Female;No;22;No;Engineer;10;Low;40
462453;Male;No;22;No;Healthcare;90;Low;50
464486;Male;;22;No;Healthcare;0;Low;30
467111;Male;Yes;72;Yes;Artist;0;Low;10
466355;Male;No;27;Yes;Healthcare;0;Low;20
463230;Female;Yes;35;Yes;Engineer;50;High;30
463127;Male;Yes;84;No;Executive;;High;20
465018;Male;No;42;Yes;Entertainment;0;Low;30
464940;Female;Yes;30;No;Engineer;10;Low;20
465294;Male;Yes;73;No;Lawyer;0;Low;20
461525;Male;Yes;68;Yes;Entertainment;10;Low;20
460058;Male;Yes;46;Yes;Artist;0;Low;10
464692;Female;No;48;No;Marketing;10;Low;10
466342;Female;Yes;49;Yes;Artist;0;Average;50
459214;Female;No;26;Yes;Engineer;0;Low;30
464243;Female;No;49;Yes;Artist;10;Low;20
467273;Female;Yes;81;Yes;Lawyer;70;High;20
459652;Female;No;26;No;Engineer;;Low;40
466187;Female;Yes;56;Yes;Artist;40;Average;20
466421;Male;Yes;26;No;Doctor;40;Average;30
461541;Male;No;36;Yes;Executive;90;Low;30
462709;Female;No;32;No;Doctor;0;Low;30
466233;Female;Yes;56;Yes;Homemaker;50;Low;10
461881;Male;No;40;Yes;Artist;10;Low;10
466371;Male;No;19;No;Healthcare;10;Low;40
467717;Female;Yes;66;No;Engineer;0;High;50
464917;Female;Yes;76;No;Lawyer;;Low;10
466031;Female;No;30;No;Entertainment;60;Low;10
467039;Male;Yes;26;No;Homemaker;90;Average;20
464334;Female;No;33;Yes;Healthcare;10;Low;30
459185;Female;No;25;Yes;Entertainment;50;Low;10
460580;Female;Yes;27;No;Engineer;90;Low;20
464808;Male;Yes;42;No;Entertainment;10;Low;40
465583;Male;No;35;Yes;Artist;20;Low;20
462042;Female;No;29;No;Healthcare;0;Low;30
460013;Female;No;68;No;;20;Low;30
461776;Male;Yes;72;No;Engineer;0;High;40
467251;Female;No;21;No;Engineer;10;Low;60
464937;Male;Yes;50;Yes;Artist;0;Low;20
464072;Male;Yes;49;Yes;Executive;10;Low;20
460836;Female;Yes;33;No;Artist;60;Average;20
467323;Female;Yes;52;Yes;Artist;70;Average;40
464245;Female;Yes;89;Yes;Lawyer;20;Low;10
459030;Male;Yes;46;No;Executive;60;High;60
459059;Male;Yes;87;No;Executive;;High;20
460926;Male;Yes;50;Yes;Artist;10;Average;40
463803;Female;No;30;Yes;Entertainment;0;Low;20
466540;Male;No;22;No;Healthcare;20;Low;20
459083;Male;Yes;58;Yes;Artist;80;Average;30
467699;Female;Yes;32;Yes;Doctor;0;Average;20
465773;Male;No;29;No;Entertainment;80;Low;40
464984;Male;No;32;Yes;Artist;10;Low;10
466215;Male;Yes;53;Yes;Artist;30;Average;40
460508;Male;Yes;27;Yes;Healthcare;20;High;30
460229;Female;Yes;68;Yes;Lawyer;20;High;20
459735;Female;No;43;No;Artist;;Low;10
459289;Male;No;39;Yes;Doctor;10;Low;10
461853;Male;No;20;No;Healthcare;60;Low;30
465345;Female;No;40;Yes;Artist;0;Low;
464513;Male;Yes;38;Yes;Executive;60;High;30
465806;Female;No;26;Yes;Marketing;0;Low;20
463534;Female;No;31;Yes;Engineer;10;Low;40
467053;Male;No;22;No;Healthcare;60;Low;40
459730;Male;Yes;35;No;;10;Low;20
464269;Male;No;37;Yes;Entertainment;0;Low;
466839;Female;No;26;No;Homemaker;80;Low;20
466510;Male;No;51;Yes;Artist;60;Low;10
464299;Female;No;35;Yes;Artist;120;Low;30
463773;Male;Yes;36;Yes;Artist;90;Average;20
462133;Female;Yes;46;Yes;Doctor;90;High;30
466895;Male;Yes;46;Yes;Marketing;;Low;10
460848;Male;Yes;53;No;Entertainment;100;Average;30
459324;Female;No;18;No;Healthcare;10;Low;30
467214;Male;No;26;No;Engineer;0;Low;40
462009;Female;Yes;32;Yes;Healthcare;80;High;20
464929;Male;Yes;69;No;Doctor;0;Average;30
463149;Male;Yes;60;Yes;Artist;30;Average;20
463447;Male;Yes;60;No;Engineer;0;Average;20
464833;Male;Yes;51;No;Executive;;Low;90
462088;Male;Yes;26;Yes;Artist;0;Average;20
459992;Male;No;48;Yes;Artist;10;Low;10
462270;Male;Yes;51;Yes;Doctor;10;Average;40
466711;Male;Yes;72;No;Executive;10;High;40
459614;Female;No;43;Yes;Artist;10;Low;20
459850;Male;No;35;Yes;Artist;0;Low;10
460665;Male;No;29;No;Entertainment;50;Low;10
462841;Male;No;19;No;Healthcare;80;Low;60
461761;Female;No;27;Yes;Healthcare;0;Low;80
461573;Female;No;40;Yes;Engineer;10;Low;50
463199;Female;Yes;52;Yes;Artist;10;Low;30
465317;Male;No;23;No;Healthcare;0;Low;40
461832;Male;No;31;Yes;Healthcare;;Low;30
464596;Female;Yes;35;Yes;Executive;0;Low;20
466059;Male;Yes;25;No;Entertainment;10;Average;20
463104;Female;Yes;47;No;Lawyer;0;Low;10
459990;Male;Yes;37;Yes;Healthcare;10;Average;20
463330;Male;No;20;No;Healthcare;10;Low;40
459893;Female;Yes;68;No;Lawyer;;Average;20
467212;Female;No;28;Yes;Doctor;10;Low;30
460913;Male;;22;No;Healthcare;10;Low;50
462266;Male;No;25;Yes;Doctor;80;Low;50
461020;Female;;20;No;;;High;
462838;Female;Yes;32;Yes;Homemaker;0;Low;30
460159;Female;No;18;No;Entertainment;10;Low;70
460974;Male;Yes;79;No;Lawyer;10;Low;10
460312;Female;No;36;Yes;Entertainment;70;Low;50
459919;Female;No;49;Yes;Artist;0;Low;10
467381;Male;Yes;49;Yes;Entertainment;0;Low;40
461707;Female;Yes;45;Yes;Artist;10;Average;40
462461;Male;No;28;Yes;Doctor;10;Low;30
465378;Female;Yes;57;Yes;Artist;40;Average;
459533;Female;No;41;Yes;Artist;10;Low;10
461091;Female;Yes;37;Yes;Artist;30;Average;30
466467;Female;Yes;36;Yes;Artist;10;Average;30
462476;Male;Yes;45;Yes;Artist;40;Average;20
459197;Female;Yes;39;Yes;;0;Average;20
464357;Male;No;40;Yes;Artist;70;Low;10
459915;Female;No;29;Yes;Healthcare;10;Low;30
459547;Male;Yes;89;No;Lawyer;;Low;20
463319;Female;Yes;73;No;Lawyer;10;High;30
466323;Male;No;28;No;Doctor;40;Low;10
459363;Male;No;53;Yes;Artist;20;Low;10
464700;Male;No;25;No;Doctor;20;Low;
461794;Female;No;19;No;Healthcare;50;Low;50
462563;Female;Yes;52;Yes;Artist;0;Average;20
465922;Female;No;31;Yes;Healthcare;90;Low;30
464341;Male;No;35;Yes;Artist;20;Low;20
467529;Male;Yes;47;Yes;Artist;;Average;20
464294;Male;Yes;68;No;Executive;10;High;20
461923;Female;Yes;42;Yes;Artist;20;Average;20
466843;Female;No;38;No;Homemaker;130;Low;
462880;Male;Yes;25;No;Executive;10;High;30
464402;Male;No;37;Yes;Entertainment;70;Low;10
462596;Female;No;31;No;Healthcare;0;Low;
466841;Male;No;21;No;Healthcare;10;Low;60
464536;Male;Yes;28;Yes;Artist;0;Average;30
462765;Female;Yes;50;Yes;Artist;10;High;80
461364;Female;No;46;No;Doctor;0;Low;20
465836;Male;No;19;No;Executive;130;Low;30
465208;Male;Yes;37;Yes;Artist;10;Average;20
460416;Male;No;28;Yes;Healthcare;140;Low;10
459787;Male;Yes;71;No;Lawyer;0;Low;10
464276;Female;Yes;66;No;Marketing;0;High;20
460560;Female;Yes;57;Yes;Homemaker;90;Average;20
467449;Female;Yes;86;Yes;Lawyer;10;Low;20
467625;Female;Yes;40;Yes;Artist;0;Average;20
460559;Female;No;49;Yes;Healthcare;80;Low;10
463847;Male;Yes;41;No;Artist;20;Average;30
464669;Female;Yes;42;No;Engineer;0;Low;40
465472;Female;Yes;87;No;Entertainment;;High;30
461393;Female;Yes;80;Yes;Artist;60;Average;20
463141;Male;Yes;60;Yes;Artist;;Low;10
464149;Male;Yes;38;Yes;Artist;10;Average;40
461777;Female;Yes;74;Yes;Lawyer;10;High;20
464505;Female;No;30;No;Doctor;90;Low;50
463345;Female;No;20;No;Healthcare;40;Low;40
459609;Female;No;43;Yes;Artist;10;Low;10
465412;Male;No;32;Yes;Doctor;70;Low;40
465195;Male;Yes;53;Yes;Executive;10;High;30
462550;Female;No;23;No;Healthcare;20;Low;60
466896;Male;Yes;52;No;Artist;70;Low;10
463851;Female;Yes;45;Yes;Artist;40;Average;40
462452;Male;No;22;No;Healthcare;10;Low;
464399;Male;Yes;63;No;Entertainment;0;Average;50
462257;Female;Yes;81;Yes;Lawyer;;High;20
464782;Male;Yes;35;No;Marketing;0;Low;30
465624;Male;No;39;Yes;Artist;80;Low;30
462508;Male;Yes;37;Yes;Healthcare;0;Low;70
465085;Male;Yes;83;Yes;Lawyer;;High;20
462872;Female;Yes;47;No;Engineer;100;Low;20
467535;Male;Yes;65;Yes;Lawyer;10;High;20
465793;Male;No;25;No;Healthcare;10;Low;50
465892;Male;No;40;Yes;Artist;90;Low;30
463666;Male;No;27;Yes;Executive;0;Low;60
459015;Male;No;19;No;Healthcare;0;Low;30
459699;Female;;61;Yes;Engineer;90;Average;30
466189;Female;Yes;56;Yes;Artist;0;Average;20
466348;Male;No;53;Yes;Artist;10;Low;20
459461;Female;Yes;39;Yes;Artist;0;Low;10
460620;Male;Yes;55;Yes;Entertainment;0;Average;40
463318;Male;Yes;65;Yes;Lawyer;0;Low;20
462626;Female;No;26;Yes;Engineer;0;Low;60
467554;Female;No;28;Yes;Healthcare;10;Low;30
463502;Male;Yes;40;Yes;Executive;;High;40
466651;Male;No;40;No;Entertainment;50;Low;10
466885;Male;Yes;42;No;Executive;10;Average;40
467439;Male;Yes;37;Yes;Entertainment;10;Low;40
461749;Female;No;22;No;Healthcare;0;Low;50
467134;Female;Yes;33;No;Healthcare;0;Low;50
462753;Male;Yes;28;No;Executive;0;Average;30
462259;Male;Yes;51;Yes;Artist;;Low;20
463537;Female;No;32;Yes;Healthcare;10;Low;30
463217;Female;Yes;33;Yes;Healthcare;20;High;10
463689;Female;Yes;40;Yes;Doctor;10;Low;
466380;Male;Yes;36;Yes;Entertainment;50;Low;20
463101;Female;No;27;No;Homemaker;80;Low;10
466366;Male;No;18;No;Healthcare;0;Low;30
463864;Male;Yes;81;No;Executive;;High;20
465716;Female;No;59;Yes;Artist;0;Low;20
463014;Male;Yes;53;Yes;Executive;0;High;30
459808;Male;Yes;38;No;Doctor;;Average;40
462443;Male;No;20;No;Healthcare;10;Low;20
460453;Female;No;40;Yes;Doctor;70;Low;10
466485;Male;Yes;37;Yes;Executive;90;High;20
467445;Male;Yes;31;No;Doctor;80;Low;20
459448;Male;Yes;40;Yes;Executive;;High;30
463500;Male;Yes;35;Yes;Executive;0;High;40
461507;Male;Yes;35;Yes;Entertainment;0;Low;20
465918;Female;No;39;Yes;Artist;50;Low;30
467533;Male;Yes;79;Yes;Lawyer;20;Low;10
467029;Male;Yes;42;Yes;Artist;80;Average;20
465749;Male;Yes;42;No;Engineer;10;Average;30
460768;Female;No;32;No;Engineer;90;Low;40
460146;Female;Yes;52;Yes;Engineer;10;Average;30
464998;Male;Yes;59;Yes;Artist;10;High;20
467715;Male;Yes;51;Yes;Executive;40;High;30
462201;Female;No;32;Yes;Healthcare;0;Low;10
467454;Male;Yes;49;Yes;Artist;10;Low;10
460645;Female;No;40;No;Doctor;10;Low;20
465129;Female;No;61;Yes;Entertainment;30;Low;10
464264;Female;Yes;86;No;Lawyer;80;High;20
465913;Female;Yes;29;Yes;Artist;100;Low;20
461068;Male;No;46;No;Marketing;10;Low;40
466689;Male;No;28;Yes;Artist;80;Low;30
460071;Female;No;53;Yes;Engineer;10;Low;10
459817;Female;Yes;65;No;Marketing;;Low;
460477;Male;No;32;No;Entertainment;0;Low;60
467766;Female;No;31;No;Healthcare;60;Low;30
460008;Male;No;25;No;Doctor;90;Low;40
463775;Female;No;33;No;Engineer;;Low;30
461820;Female;Yes;38;Yes;Doctor;0;Average;20
459226;Female;Yes;43;Yes;Artist;0;Average;20
460961;Male;No;20;No;Healthcare;10;Low;20
463503;Male;Yes;33;Yes;Entertainment;10;Low;20
466365;Female;Yes;50;;Artist;0;Average;30
462632;Female;Yes;37;No;Engineer;;Average;40
460404;Male;Yes;38;Yes;Artist;50;Low;70
460492;Female;No;43;No;Marketing;100;Low;
461571;Male;No;27;No;Healthcare;10;Low;40
467624;Male;Yes;35;No;Entertainment;0;Average;50
463880;Female;Yes;36;No;Engineer;0;Low;30
462846;Female;No;20;No;Marketing;70;Low;20
459233;Female;Yes;53;Yes;Marketing;60;Low;10
464751;Male;Yes;36;No;Doctor;;Low;10
465939;Female;No;32;Yes;Engineer;0;Low;20
467118;Male;Yes;55;Yes;Entertainment;10;Average;30
463815;Male;Yes;37;Yes;Entertainment;0;Average;20
460871;Female;No;27;Yes;Healthcare;;Low;
459127;Male;No;43;Yes;Healthcare;10;Low;70
460675;Female;No;32;Yes;Engineer;;Low;
460165;Female;No;40;Yes;Entertainment;0;Low;10
461678;Female;Yes;87;No;Lawyer;10;Low;10
465096;Male;Yes;86;No;Lawyer;130;Low;10
464522;Female;No;42;Yes;Engineer;110;Low;10
460886;Male;No;37;Yes;Artist;0;Low;10
462302;Female;No;25;No;Doctor;;Low;70
462184;Male;No;19;No;Doctor;0;Low;40
462956;Male;Yes;42;No;Artist;70;Average;50
466422;Male;Yes;33;No;Doctor;0;Low;40
465324;Male;Yes;41;Yes;Artist;80;Low;20
460668;Female;No;27;Yes;Doctor;;Low;20
466275;Male;Yes;84;No;Lawyer;;Low;
467257;Male;No;22;No;Healthcare;100;Low;40
460254;Female;No;32;Yes;Artist;10;Low;20
463158;Male;Yes;83;Yes;Executive;0;High;30
467866;Male;Yes;50;Yes;Artist;10;Average;30
461685;Female;No;30;Yes;Healthcare;40;Low;40
467875;Female;No;23;No;Healthcare;;Low;40
460208;Male;No;27;No;Artist;90;Low;80
462151;Female;No;35;Yes;Artist;80;Low;10
462853;Male;No;23;No;Healthcare;10;Low;20
465239;Male;Yes;56;Yes;Artist;0;Average;30
461624;Female;Yes;41;Yes;Artist;10;Average;
467508;Female;No;25;No;Doctor;10;Low;30
467318;Male;Yes;41;Yes;Doctor;;Low;20
466867;Female;No;27;No;Homemaker;140;Low;10
467738;Male;Yes;43;Yes;Doctor;30;Average;20
465590;Male;Yes;40;Yes;Artist;10;Average;50
464980;Female;;60;No;Engineer;10;High;20
459805;Female;Yes;45;No;Artist;40;Average;40
465013;Female;Yes;82;No;Lawyer;0;High;20
459240;Female;No;28;Yes;Artist;10;Low;10
462344;Female;Yes;63;Yes;Artist;0;High;40
460388;Female;No;35;Yes;Artist;130;Low;20
464218;Female;Yes;89;No;Lawyer;10;High;20
466589;Male;No;20;No;Healthcare;;Low;40
467556;Female;No;40;Yes;Healthcare;;Low;10
459887;Male;Yes;46;No;Artist;30;Average;20
465955;Male;No;25;Yes;Marketing;80;Low;30
460033;Female;;46;Yes;Entertainment;60;Low;30
462928;Male;Yes;49;Yes;Artist;20;Average;40
460889;Female;Yes;47;Yes;Artist;10;Low;20
459669;Male;Yes;30;Yes;Artist;0;Average;20
467849;Female;Yes;40;Yes;Doctor;0;Low;10
466873;Male;Yes;39;Yes;Healthcare;70;Average;50
464837;Male;Yes;61;Yes;Artist;10;Average;50
462581;Female;No;28;No;Engineer;10;Low;40
466237;Male;No;18;No;Healthcare;0;Low;30
462707;Female;Yes;55;Yes;Artist;0;Average;40
467060;Male;No;39;No;Engineer;50;Low;20
464794;Female;Yes;47;No;Engineer;80;Average;
460281;Female;No;29;Yes;Doctor;100;Low;50
460164;Male;Yes;66;No;Engineer;10;Low;20
460431;Female;No;46;Yes;Engineer;10;Low;10
466901;Female;Yes;52;Yes;Artist;0;Average;30
463328;Female;No;23;No;Healthcare;0;Low;40
462246;Female;Yes;84;No;Lawyer;10;High;20
462371;Female;No;27;No;Healthcare;50;Low;30
462022;Female;Yes;37;Yes;Artist;10;Average;30
460662;Female;No;46;No;Homemaker;90;Low;10
464022;Female;No;22;No;Healthcare;0;Low;30
461819;Male;Yes;42;Yes;Artist;0;Average;20
465735;Female;Yes;35;Yes;Artist;10;Low;20
462804;Male;Yes;39;No;Executive;50;High;30
464138;Female;No;27;Yes;Healthcare;0;Low;40
464224;Male;Yes;65;No;Engineer;10;High;20
463289;Female;Yes;39;Yes;Artist;0;Average;30
463223;Female;No;22;No;Entertainment;;Low;30
462038;Male;No;31;Yes;Artist;40;Low;40
463341;Female;Yes;48;No;Engineer;10;Average;60
463185;Female;Yes;58;Yes;Artist;10;Average;20
459258;Female;Yes;74;Yes;Lawyer;10;High;
464379;Female;Yes;40;Yes;Engineer;120;Average;30
464521;Male;No;26;No;Doctor;20;Low;40
459575;Male;No;35;Yes;Artist;0;Low;10
467732;Female;No;43;Yes;Healthcare;80;Low;10
460003;Male;No;49;Yes;Doctor;50;Low;10
462226;Male;Yes;26;No;Artist;70;Low;40
461274;Female;Yes;74;Yes;Lawyer;;High;20
462992;Female;Yes;56;Yes;Engineer;;High;30
466675;Female;Yes;49;Yes;Artist;20;Average;20
461124;Male;No;19;No;Healthcare;10;Low;80
464638;Male;No;39;Yes;Artist;20;Low;30
462374;Male;Yes;37;Yes;Executive;0;High;40
463526;Male;No;41;Yes;Doctor;0;Low;10
462912;Female;No;26;Yes;Homemaker;80;Low;20
462604;Female;Yes;38;No;Doctor;10;Average;30
460708;Male;Yes;35;Yes;Artist;0;Low;30
467015;Male;Yes;49;Yes;Artist;0;Average;20
464745;Male;;60;No;Engineer;0;Average;30
467245;Female;No;38;No;Doctor;0;Low;10
464798;Male;Yes;52;;Entertainment;;Average;50
463619;Male;Yes;70;No;Executive;10;High;20
467246;Male;No;21;No;Doctor;90;Low;30
462969;Male;Yes;58;Yes;Artist;80;Low;10
460959;Female;No;28;No;Artist;50;Low;50
461911;Male;Yes;57;No;Executive;0;Low;10
459882;Male;Yes;37;Yes;Artist;10;Average;20
459632;Female;Yes;52;No;Marketing;10;High;30
462613;Female;Yes;35;No;Engineer;0;Average;50
466455;Female;Yes;30;Yes;Doctor;40;Low;20
462394;Male;Yes;35;Yes;Artist;0;Average;20
462010;Female;No;31;Yes;Artist;140;Low;30
461371;Male;Yes;37;Yes;Doctor;0;Average;20
462376;Male;Yes;71;Yes;Executive;0;High;20
459845;Male;Yes;66;Yes;Healthcare;0;Low;10
462658;Female;Yes;25;Yes;Homemaker;90;Average;20
462583;Male;No;26;Yes;Artist;0;Low;40
459858;Female;No;31;No;Healthcare;80;Low;40
459091;Male;Yes;67;Yes;Artist;0;Average;60
467135;Female;Yes;51;Yes;Artist;10;Average;50
460413;Female;No;39;Yes;Artist;70;Low;10
466206;Female;Yes;60;Yes;Artist;20;Average;20
463192;Female;Yes;46;No;Entertainment;40;Average;
467382;Male;Yes;36;Yes;Doctor;90;Average;20
466750;Female;No;18;;Healthcare;0;Low;30
463801;Female;No;30;No;Engineer;0;Low;10
467296;Female;Yes;69;Yes;Artist;;Average;20
460651;Male;No;32;No;Homemaker;80;Low;
460296;Female;Yes;60;Yes;Artist;10;Low;20
463524;Female;Yes;40;Yes;Artist;60;Average;20
461775;Female;Yes;83;No;Lawyer;0;High;20
465711;Male;Yes;51;Yes;Artist;0;Average;
462833;Male;Yes;33;No;Doctor;0;Average;50
465506;Male;Yes;43;Yes;Entertainment;10;Average;40
463366;Male;Yes;71;No;Lawyer;0;Low;50
464987;Male;Yes;50;Yes;Executive;10;High;50
459114;Male;Yes;57;Yes;Artist;10;Average;20
467928;Male;Yes;35;Yes;Artist;20;Average;20
462881;Female;Yes;66;Yes;Artist;0;High;30
466524;Female;Yes;46;Yes;Artist;0;Low;10
463191;Male;No;26;No;Healthcare;10;Low;10
460861;Male;No;21;No;Healthcare;10;Low;30
465610;Female;No;42;Yes;Artist;80;Low;20
460206;Female;Yes;40;Yes;Entertainment;10;Low;20
462876;Male;No;27;No;Doctor;0;Low;40
465333;Female;Yes;37;Yes;Artist;20;Low;20
463121;Female;Yes;70;;Lawyer;;High;
460379;Male;No;35;Yes;Artist;90;Low;30
462991;Male;No;28;Yes;Healthcare;0;Low;10
460307;Male;No;27;No;Entertainment;60;Low;20
464383;Female;Yes;81;Yes;Lawyer;10;Low;10
467931;Male;No;25;Yes;Doctor;0;Low;20
466594;Male;Yes;72;Yes;Executive;10;High;20
461200;Female;No;33;Yes;Doctor;0;Low;50
465600;Male;Yes;40;Yes;Engineer;70;Low;20
459688;Male;No;52;Yes;Artist;30;Low;10
463549;Male;No;23;No;Healthcare;0;Low;40
466696;Female;Yes;48;Yes;Artist;20;Average;40
462906;Female;No;31;No;Healthcare;0;Low;40
461527;Female;No;35;Yes;Artist;10;Low;10
461354;Female;No;63;No;Entertainment;0;Low;10
462483;Male;Yes;63;Yes;;10;Average;20
463938;Male;;28;Yes;Engineer;10;Low;20
461661;Female;Yes;37;Yes;Artist;70;Average;20
463532;Female;Yes;67;Yes;Artist;90;Low;30
465627;Female;No;37;Yes;Healthcare;10;Low;10
465242;Male;No;22;No;Healthcare;70;Low;40
465170;Female;Yes;46;Yes;Entertainment;40;Low;30
467359;Male;Yes;41;Yes;Artist;60;Average;20
460415;Female;No;59;Yes;Entertainment;10;Low;20
465984;Male;;23;No;Healthcare;80;High;50
459432;Male;Yes;84;Yes;Lawyer;0;Low;30
464241;Female;Yes;89;;Artist;10;High;20
467141;Male;Yes;50;Yes;Artist;10;Low;30
466933;Female;Yes;52;No;Engineer;0;Low;
465035;Female;Yes;74;Yes;Lawyer;120;High;20
461415;Male;No;48;Yes;Entertainment;0;Low;30
461957;Male;Yes;47;Yes;Entertainment;10;Average;40
465523;Female;Yes;45;Yes;Engineer;0;High;50
459631;Male;;53;Yes;Executive;;High;30
465279;Male;Yes;53;Yes;Healthcare;0;High;40
463782;Female;No;29;Yes;Artist;80;Low;10
463243;Male;No;19;No;Healthcare;0;Low;30
465489;Female;No;50;Yes;Engineer;10;Low;50
467100;Female;No;42;Yes;Artist;0;Low;10
460154;Male;No;29;Yes;Entertainment;80;Low;40
459753;Male;Yes;40;Yes;Marketing;;Average;20
464030;Male;No;18;No;Entertainment;10;Low;40
463220;Male;Yes;46;No;Engineer;0;Average;30
